color,fuelTypeId,fuelType,id,km,make,makeId,model,modelId,price,province,provinceId,title,transmissionType,transmissionTypeId,year,seller_type,bodyType,cubicCapacity,doors,hp,url,publicationDate,fecha
WHITE,1,Diésel,54637596,107266,AUDI,4,Q3,999,22999,Barcelona,8,AUDI Q3 Sport edition 2.0 TDI 110kW 150CV 5p,MANUAL,2,2018,profesional,4x4 SUV,1968,5,150,https://www.coches.net/audi-q3-sport-edition-20-tdi-110kw-150cv-5p-diesel-2018-en-barcelona-54637596-covo.aspx,2023-04-09T115044+0200,2023-04-09T154209+0200
WHITE,1,Diésel,54664891,66738,AUDI,4,Q5,904,24450,Madrid,28,AUDI Q5 2.0 TDI 150CV Advanced edition 5p,MANUAL,2,2015,profesional,4x4 SUV,1968,5,150,https://www.coches.net/audi-q5-20-tdi-150cv-advanced-edition-5p-diesel-2015-en-madrid-54664891-covo.aspx,2023-04-08T170745+0200,2023-04-09T154217+0200
BLACK,2,Gasolina,54205209,23284,AUDI,4,A1,966,20900,Madrid,28,AUDI A1 Sportback Advanced 25 TFSI 70kW 95CV 5p,MANUAL,2,2019,profesional,Berlina,999,5,95,https://www.coches.net/audi-a1-sportback-advanced-25-tfsi-70kw-95cv-5p-gasolina-2019-en-madrid-54205209-covo.aspx,2023-04-09T124347+0200,2023-04-09T154231+0200
WHITE,4,Híbrido,54503956,24957,AUDI,4,A3,345,33690,Barcelona,8,AUDI A3 Sportback S line 35 TFSI 110kW S tronic 5p,AUTOMATIC,1,2021,profesional,Berlina,1498,5,150,https://www.coches.net/audi-a3-sportback-s-line-35-tfsi-110kw-s-tronic-5p-electrico-hibrido-2021-en-barcelona-54503956-covo.aspx,2023-04-08T170245+0200,2023-04-09T154243+0200
WHITE,5,Híbrido enchufable,54799168,26535,AUDI,4,A3,345,37950,Barcelona,8,AUDI A3 Sportback Advanced 40 TFSI e 150kW S tro 5p,AUTOMATIC,1,2022,profesional,Berlina,1395,5,204,https://www.coches.net/audi-a3-sportback-advanced-40-tfsi-e-150kw-s-tro-5p-electrico-hibrido-2022-en-barcelona-54799168-covo.aspx,2023-04-08T165945+0200,2023-04-09T154252+0200
BLACK,1,Diésel,54755418,116113,AUDI,4,A4,7,22490,Cádiz,11,AUDI A4 S line edition 2.0 TDI 110kW 150CV 4p,MANUAL,2,2017,profesional,Berlina,1968,4,150,https://www.coches.net/audi-a4-s-line-edition-20-tdi-110kw-150cv-4p-diesel-2017-en-cadiz-54755418-covo.aspx,2023-04-08T165844+0200,2023-04-09T154309+0200
WHITE,1,Diésel,53338867,92000,AUDI,4,A5,611,28890,Valencia,46,AUDI A5 S line 2.0 TDI 140kW S tronic Coupe 2p,AUTOMATIC,1,2017,profesional,Coupe,1968,2,190,https://www.coches.net/audi-a5-s-line-20-tdi-140kw-s-tronic-coupe-diesel-2017-en-valencia-53338867-covo.aspx,2023-04-09T133538+0200,2023-04-09T154319+0200
WHITE,1,Diésel,53385318,92000,AUDI,4,A5,611,28890,Valencia,46,AUDI A5 S line 2.0 TDI 140kW S tronic Coupe 2p,AUTOMATIC,1,2017,profesional,Coupe,1968,2,190,https://www.coches.net/audi-a5-s-line-20-tdi-140kw-s-tronic-coupe-diesel-2017-en-valencia-53385318-covo.aspx,2023-04-09T133438+0200,2023-04-09T154329+0200
WHITE,1,Diésel,54626269,161476,AUDI,4,A6,27,28890,Murcia,30,AUDI A6 Avant 3.0 TDI 218cv quattro S tro S line 5p,AUTOMATIC,1,2016,profesional,Familiar,2967,5,218,https://www.coches.net/audi-a6-avant-30-tdi-218cv-quattro-s-tro-s-line-5p-diesel-2016-en-murcia-54626269-covo.aspx,2023-04-08T165448+0200,2023-04-09T154340+0200
GRAY,1,Diésel,54565873,34086,AUDI,4,Q5,904,46450,Madrid,28,AUDI Q5 Black line 40 TDI 140kW quattro S tronic 5p,AUTOMATIC,1,2020,profesional,4x4 SUV,1968,5,190,https://www.coches.net/audi-q5-black-line-40-tdi-140kw-quattro-s-tronic-5p-diesel-2019-en-madrid-54565873-covo.aspx,2023-04-08T165144+0200,2023-04-09T154356+0200
GRAY,1,Diésel,54789950,28421,AUDI,4,Q3 Sportback,1293,46950,Asturias,33,AUDI Q3 Sportback Black line 35 TDI 110kW 150CV S tronic 5p,AUTOMATIC,1,2022,profesional,4x4 SUV,1968,5,150,https://www.coches.net/audi-q3-sportback-black-line-35-tdi-110kw-150cv-s-tronic-5p-diesel-2022-en-asturias-54789950-covo.aspx,2023-04-08T164845+0200,2023-04-09T154413+0200
BLUE,1,Diésel,54805492,99292,AUDI,4,Q3,999,29890,Madrid,28,AUDI Q3 Black line 35 TDI 110kW 150CV S tronic 5p,AUTOMATIC,1,2020,profesional,4x4 SUV,1968,5,150,https://www.coches.net/audi-q3-black-line-35-tdi-110kw-150cv-s-tronic-5p-diesel-2020-en-madrid-54805492-covo.aspx,2023-04-09T132740+0200,2023-04-09T154422+0200
GRAY,1,Diésel,54376460,65000,AUDI,4,Q5,904,36990,Valencia,46,AUDI Q5 S line 35 TDI 120kW quattro S tronic 5p,AUTOMATIC,1,2019,profesional,4x4 SUV,1968,5,163,https://www.coches.net/audi-q5-s-line-35-tdi-120kw-quattro-s-tronic-diesel-2019-en-valencia-54376460-covo.aspx,2023-04-08T164844+0200,2023-04-09T154438+0200
WHITE,2,Gasolina,54389674,38600,AUDI,4,Q3,999,33900,Madrid,28,AUDI Q3 Advanced 35 TFSI 110kW 150CV S tronic 5p,AUTOMATIC,1,2019,profesional,4x4 SUV,1498,5,150,https://www.coches.net/audi-q3-advanced-35-tfsi-110kw-150cv-s-tronic-5p-gasolina-2019-en-madrid-54389674-covo.aspx,2023-04-08T164645+0200,2023-04-09T154446+0200
WHITE,1,Diésel,54205078,27787,AUDI,4,Q3 Sportback,1293,40900,Madrid,28,AUDI Q3 Sportback Advanced 35 TDI 110kW 150CV S tronic 5p,AUTOMATIC,1,2022,profesional,4x4 SUV,1968,5,150,https://www.coches.net/audi-q3-sportback-advanced-35-tdi-110kw-150cv-s-tronic-5p-diesel-2022-en-madrid-54205078-covo.aspx,2023-04-08T164344+0200,2023-04-09T154455+0200
GRAY,2,Gasolina,51938734,52000,AUDI,4,A8,105,69900,Málaga,29,AUDI A8 55 TFSI 250kW 340CV quattro tiptronic 4p,AUTOMATIC,1,2020,profesional,Berlina,2995,4,340,https://www.coches.net/audi-a8-55-tfsi-250kw-340cv-quattro-tiptronic-4p-gasolina-2019-en-malaga-51938734-covo.aspx,2023-04-08T163544+0200,2023-04-09T154508+0200
GRAY,1,Diésel,54779929,125000,AUDI,4,A6,27,20900,Málaga,29,AUDI A6 2.0 TDI 190cv ultra S tronic S line edit 4p,AUTOMATIC,1,2015,profesional,Berlina,1968,4,190,https://www.coches.net/audi-a6-20-tdi-190cv-ultra-s-tronic-s-line-edit-4p-diesel-2015-en-malaga-54779929-covo.aspx,2023-04-08T163344+0200,2023-04-09T154517+0200
BLUE,1,Diésel,54724710,23864,AUDI,4,Q5,904,39999,Barcelona,8,AUDI Q5 S line 35 TDI 120kW quattro S tronic 5p,AUTOMATIC,1,2019,profesional,4x4 SUV,1968,5,163,https://www.coches.net/audi-q5-s-line-35-tdi-120kw-quattro-s-tronic-5p-diesel-2019-en-barcelona-54724710-covo.aspx,2023-04-09T101244+0200,2023-04-09T154529+0200
GRAY,1,Diésel,54659180,156218,AUDI,4,A1,966,11790,Barcelona,8,AUDI A1 Sportback 1.6 TDI 90cv Attraction 5p,MANUAL,2,2014,profesional,Berlina,1598,5,90,https://www.coches.net/audi-a1-sportback-16-tdi-90cv-attraction-5p-diesel-2014-en-barcelona-54659180-covo.aspx,2023-04-08T163244+0200,2023-04-09T154540+0200
WHITE,2,Gasolina,54800314,30576,AUDI,4,A3,345,23000,Barcelona,8,AUDI A3 design edition 1.5 TFSI CoD EVO Sportb 5p,MANUAL,2,2017,profesional,Berlina,1498,5,150,https://www.coches.net/audi-a3-design-edition-15-tfsi-cod-evo-sportb-5p-gasolina-2017-en-barcelona-54800314-covo.aspx,2023-04-08T163144+0200,2023-04-09T154551+0200
GRAY,1,Diésel,52965807,98077,AUDI,4,Q5,904,26500,La Rioja,26,AUDI Q5 2.0 TDI 110kW 150CV 5p,MANUAL,2,2016,profesional,4x4 SUV,1968,5,150,https://www.coches.net/audi-q5-20-tdi-110kw-150cv-5p-diesel-2018-en-la_rioja-52965807-covo.aspx,2023-04-08T163044+0200,2023-04-09T154603+0200
BLUE,1,Diésel,54720544,67277,AUDI,4,Q2,1199,24700,Madrid,28,AUDI Q2 Sport 30 TDI 85kW 116CV 5p,MANUAL,2,2019,profesional,4x4 SUV,1598,5,116,https://www.coches.net/audi-q2-sport-30-tdi-85kw-116cv-5p-diesel-2019-en-madrid-54720544-covo.aspx,2023-04-08T162944+0200,2023-04-09T154618+0200
GRAY,1,Diésel,54610717,57609,AUDI,4,Q3 Sportback,1293,39990,Tarragona,43,AUDI Q3 Sportback S line 35 TDI 110kW 150CV S tronic 5p,AUTOMATIC,1,2020,profesional,4x4 SUV,1968,5,150,https://www.coches.net/audi-q3-sportback-s-line-35-tdi-110kw-150cv-s-tronic-5p-diesel-2020-en-tarragona-54610717-covo.aspx,2023-04-08T162744+0200,2023-04-09T154627+0200
WHITE,2,Gasolina,54769856,99000,AUDI,4,Q3,999,18990,Sta. C. Tenerife,38,AUDI Q3 1.4 TFSI 110kW 150CV ultra CoD 5p,MANUAL,2,2017,profesional,4x4 SUV,1395,5,150,https://www.coches.net/audi-q3-14-tfsi-110kw-150cv-ultra-cod-5p-gasolina-2017-en-sta_c_tenerife-54769856-covo.aspx,2023-04-08T162744+0200,2023-04-09T154642+0200
WHITE,1,Diésel,54791280,149375,AUDI,4,A3,345,12900,Málaga,29,AUDI A3 Cabrio 2.0 TDI DPF Attraction 2p,MANUAL,2,2012,profesional,Cabrio,1968,2,140,https://www.coches.net/audi-a3-cabrio-20-tdi-dpf-attraction-2p-diesel-2012-en-malaga-54791280-covo.aspx,2023-04-08T162045+0200,2023-04-09T154650+0200
WHITE,1,Diésel,54806107,90512,AUDI,4,Q5,904,33990,Madrid,28,AUDI Q5 2.0 TDI 140kW 190CV quattro S tronic 5p,AUTOMATIC,1,2017,profesional,4x4 SUV,1968,5,190,https://www.coches.net/audi-q5-20-tdi-140kw-190cv-quattro-s-tronic-5p-diesel-2018-en-madrid-54806107-covo.aspx,2023-04-08T161845+0200,2023-04-09T154705+0200
GRAY,1,Diésel,54550929,64695,AUDI,4,Q2,1199,24300,León,24,AUDI Q2 Sport 30 TDI 85kW 116CV,MANUAL,2,2019,profesional,4x4 SUV,1598,5,116,https://www.coches.net/audi-q2-sport-30-tdi-85kw-116cv-diesel-2019-en-leon-54550929-covo.aspx,2023-04-08T161744+0200,2023-04-09T154720+0200
BLACK,1,Diésel,53304392,19461,AUDI,4,A3,345,31500,Alicante,3,AUDI A3 Sportback Advanced 30 TDI 85kW 116CV 5p,MANUAL,2,2021,profesional,Berlina,1968,5,116,https://www.coches.net/audi-a3-sportback-advanced-30-tdi-85kw-116cv-5p-diesel-2021-en-alicante-53304392-covo.aspx,2023-04-08T161644+0200,2023-04-09T154736+0200
WHITE,2,Gasolina,54321165,42046,AUDI,4,A1,966,21900,Málaga,29,AUDI A1 Sportback Adrenalin 25 TFSI 70kW 95CV 5p,MANUAL,2,2021,profesional,Berlina,999,5,95,https://www.coches.net/audi-a1-sportback-adrenalin-25-tfsi-70kw-95cv-5p-gasolina-2021-en-malaga-54321165-covo.aspx,2023-04-09T131238+0200,2023-04-09T154744+0200
WHITE,5,Híbrido enchufable,53628442,28500,AUDI,4,Q5,904,62050,Asturias,33,AUDI Q5 S Line 55 TFSI e quattroultra 5p,AUTOMATIC,1,2021,profesional,4x4 SUV,1984,5,367,https://www.coches.net/audi-q5-s-line-55-tfsi-e-quattroultra-5p-electrico-hibrido-2021-en-asturias-53628442-covo.aspx,2023-04-08T161444+0200,2023-04-09T154755+0200
BLACK,1,Diésel,53989436,54906,AUDI,4,Q3,999,34500,Cádiz,11,AUDI Q3 Advanced 35 TDI 110kW 150CV S tronic 5p,AUTOMATIC,1,2019,profesional,4x4 SUV,1968,5,150,https://www.coches.net/audi-q3-advanced-35-tdi-110kw-150cv-s-tronic-5p-diesel-2019-en-cadiz-53989436-covo.aspx,2023-04-08T161444+0200,2023-04-09T154807+0200
GRAY,2,Gasolina,53203440,119948,AUDI,4,Q5,904,25990,Burgos,9,AUDI Q5 2.0 TFSI 225CV quattro tiptr Advanced ed 5p,AUTOMATIC,1,2015,profesional,4x4 SUV,1984,5,225,https://www.coches.net/audi-q5-20-tfsi-225cv-quattro-tiptr-advanced-ed-gasolina-2015-en-burgos-53203440-covo.aspx,2023-04-08T161443+0200,2023-04-09T154817+0200
BLACK,1,Diésel,54534223,170000,AUDI,4,SQ7,1184,58990,Sevilla,41,AUDI SQ7 4.0 TDI quattro tiptronic,AUTOMATIC,1,2018,profesional,4x4 SUV,3956,5,435,https://www.coches.net/audi-sq7-40-tdi-quattro-tiptronic-diesel-2017-en-sevilla-54534223-covo.aspx,2023-04-09T000000+0200,2023-04-09T154831+0200
RED,1,Diésel,54648761,106000,AUDI,4,A1,966,15700,Málaga,29,AUDI A1 Sportback 1.6 TDI 90 S tronic Adrenalin 5p,AUTOMATIC,1,2014,particular,Berlina,1598,5,90,https://www.coches.net/audi-a1-sportback-16-tdi-90-s-tronic-adrenalin-5p-diesel-2014-en-malaga-54648761-covo.aspx,2023-04-09T031709+0200,2023-04-09T154840+0200
GRAY,2,Gasolina,54566165,83272,AUDI,4,Q2,1199,22590,Madrid,28,AUDI Q2 Design 30 TFSI 85kW 116CV S tronic 5p,AUTOMATIC,1,2019,profesional,4x4 SUV,999,5,116,https://www.coches.net/audi-q2-design-30-tfsi-85kw-116cv-s-tronic-5p-gasolina-2019-en-madrid-54566165-covo.aspx,2023-04-09T141439+0200,2023-04-09T154848+0200
BLUE,1,Diésel,54780572,157000,AUDI,4,Q5,904,24700,Córdoba,14,AUDI Q5 2.0 TDI 150CV ultra S line edition 5p,MANUAL,2,2016,profesional,4x4 SUV,1968,5,150,https://www.coches.net/audi-q5-20-tdi-150cv-ultra-s-line-edition-diesel-2016-en-cordoba-54780572-covo.aspx,2023-04-09T094243+0200,2023-04-09T154859+0200
WHITE,1,Diésel,54460165,79000,AUDI,4,Q2,1199,20750,Madrid,28,AUDI Q2 Sport 30 TDI 85kW 116CV 5p,MANUAL,2,2019,profesional,4x4 SUV,1598,5,116,https://www.coches.net/audi-q2-sport-30-tdi-85kw-116cv-5p-diesel-2019-en-madrid-54460165-covo.aspx,2023-04-08T151647+0200,2023-04-09T154913+0200
BLACK,2,Gasolina,53523039,19639,AUDI,4,Q2,1199,28000,León,24,AUDI Q2 Sport 35 TFSI 110kW 150CV S tronic,AUTOMATIC,1,2019,profesional,4x4 SUV,1498,5,150,https://www.coches.net/audi-q2-sport-35-tfsi-110kw-150cv-s-tronic-gasolina-2019-en-leon-53523039-covo.aspx,2023-04-08T151646+0200,2023-04-09T154926+0200
WHITE,2,Gasolina,54205097,33359,AUDI,4,Q3,999,35000,Madrid,28,AUDI Q3 Advanced 35 TFSI 110kW 150CV S tronic 5p,AUTOMATIC,1,2019,profesional,4x4 SUV,1498,5,150,https://www.coches.net/audi-q3-advanced-35-tfsi-110kw-150cv-s-tronic-5p-gasolina-2019-en-madrid-54205097-covo.aspx,2023-04-08T151547+0200,2023-04-09T154939+0200
BLACK,1,Diésel,54760207,62000,AUDI,4,A5,611,33500,Zaragoza,50,AUDI A5 Advanced 2.0 TDI 140kW S tron Sportback 5p,AUTOMATIC,1,2017,particular,Berlina,1968,5,190,https://www.coches.net/audi-a5-advanced-20-tdi-140kw-s-tron-sportback-5p-diesel-2017-en-zaragoza-54760207-covo.aspx,2023-04-09T031109+0200,2023-04-09T154952+0200
WHITE,2,Gasolina,54688994,40101,AUDI,4,Q2,1199,29600,Madrid,28,AUDI Q2 Design 35 TFSI 110kW 150CV S tronic 5p,AUTOMATIC,1,2021,profesional,4x4 SUV,1498,5,150,https://www.coches.net/audi-q2-design-35-tfsi-110kw-150cv-s-tronic-5p-gasolina-2020-en-madrid-54688994-covo.aspx,2023-04-09T124439+0200,2023-04-09T155001+0200
GRAY,2,Gasolina,54321197,16254,AUDI,4,A3,345,33500,Málaga,29,AUDI A3 Sportback S line 35 TFSI 110kW 150CV 5p,AUTOMATIC,1,2022,profesional,Berlina,1498,5,150,https://www.coches.net/audi-a3-sportback-s-line-35-tfsi-110kw-150cv-5p-gasolina-2023-en-malaga-54321197-covo.aspx,2023-04-08T150447+0200,2023-04-09T155017+0200
WHITE,1,Diésel,54506136,97229,AUDI,4,Q5,904,22500,Málaga,29,AUDI Q5 2.0 TDI 150CV Advanced edition 5p,MANUAL,2,2015,profesional,4x4 SUV,1968,5,150,https://www.coches.net/audi-q5-20-tdi-150cv-advanced-edition-diesel-2015-en-malaga-54506136-covo.aspx,2023-04-08T150447+0200,2023-04-09T155033+0200
WHITE,2,Gasolina,54205061,32886,AUDI,4,A1,966,23100,Madrid,28,AUDI A1 Sportback Adrenalin 25 TFSI 70kW 95CV 5p,MANUAL,2,2021,profesional,Berlina,999,5,95,https://www.coches.net/audi-a1-sportback-adrenalin-25-tfsi-70kw-95cv-5p-gasolina-2021-en-madrid-54205061-covo.aspx,2023-04-08T150446+0200,2023-04-09T155043+0200
BLACK,1,Diésel,54818450,95000,AUDI,4,Q3,999,29850,Madrid,28,AUDI Q3 35 TDI 110kW 150CV S tronic,AUTOMATIC,1,2019,profesional,4x4 SUV,1968,5,150,https://www.coches.net/audi-q3-35-tdi-110kw-150cv-s-tronic-diesel-2019-en-madrid-54818450-covo.aspx,2023-04-08T150215+0200,2023-04-09T155059+0200
BLACK,2,Gasolina,53952598,36100,AUDI,4,Q3,999,30990,Málaga,29,AUDI Q3 35 TFSI 110kW 150CV 5p,MANUAL,2,2019,profesional,4x4 SUV,1498,5,150,https://www.coches.net/audi-q3-35-tfsi-110kw-150cv-5p-gasolina-2019-en-malaga-53952598-covo.aspx,2023-04-08T150146+0200,2023-04-09T155107+0200
RED,1,Diésel,54135071,30700,AUDI,4,A5,611,36790,Madrid,28,AUDI A5 40 TDI 140kW 190CV S tronic Sportback 5p,AUTOMATIC,1,2020,profesional,Berlina,1968,5,190,https://www.coches.net/audi-a5-40-tdi-140kw-190cv-s-tronic-sportback-5p-diesel-2020-en-madrid-54135071-covo.aspx,2023-04-08T145946+0200,2023-04-09T155121+0200
WHITE,2,Gasolina,54690444,52000,AUDI,4,A1,966,17990,Sta. C. Tenerife,38,AUDI A1 25 TFSI 70kW 95CV Sportback 5p,MANUAL,2,2019,profesional,Berlina,999,5,95,https://www.coches.net/audi-a1-25-tfsi-70kw-95cv-sportback-gasolina-2019-en-sta_c_tenerife-54690444-covo.aspx,2023-04-09T131343+0200,2023-04-09T155132+0200
BLUE,2,Gasolina,54790021,60478,AUDI,4,A1,966,16700,Madrid,28,AUDI A1 Adrenalin 1.4 TFSI 92kW125CV Sportback 5p,MANUAL,2,2018,profesional,Berlina,1395,5,125,https://www.coches.net/audi-a1-adrenalin-14-tfsi-92kw125cv-sportback-5p-gasolina-2018-en-madrid-54790021-covo.aspx,2023-04-08T145747+0200,2023-04-09T155148+0200
BLUE,1,Diésel,54805584,84332,AUDI,4,A6,27,28490,Madrid,28,AUDI A6 3.0 TDI S tronic Avant 5p,AUTOMATIC,1,2017,profesional,Familiar,2967,5,218,https://www.coches.net/audi-a6-30-tdi-s-tronic-avant-5p-diesel-2017-en-madrid-54805584-covo.aspx,2023-04-09T114244+0200,2023-04-09T155157+0200
WHITE,1,Diésel,54476870,112961,AUDI,4,Q3,999,31999,Madrid,28,AUDI Q3 Advanced 35 TDI 110kW 150CV S tronic 5p,AUTOMATIC,1,2019,profesional,4x4 SUV,1968,5,150,https://www.coches.net/audi-q3-advanced-35-tdi-110kw-150cv-s-tronic-5p-diesel-2019-en-madrid-54476870-covo.aspx,2023-04-09T134239+0200,2023-04-09T155207+0200
GRAY,1,Diésel,52662227,44000,AUDI,4,Q2,1199,28500,Málaga,29,AUDI Q2 Design 30 TDI 85kW 116CV S tronic 5p,AUTOMATIC,1,2019,profesional,4x4 SUV,1598,5,116,https://www.coches.net/audi-q2-design-30-tdi-85kw-116cv-s-tronic-5p-diesel-2019-en-malaga-52662227-covo.aspx,2023-04-08T145448+0200,2023-04-09T155217+0200
WHITE,1,Diésel,54189496,23490,AUDI,4,Q5,904,65000,Vizcaya,48,AUDI Q5 SQ5 TDI quattro Tiptronic 5p,AUTOMATIC,1,2020,profesional,4x4 SUV,2967,5,347,https://www.coches.net/audi-q5-sq5-tdi-quattro-tiptronic-diesel-2020-en-vizcaya-54189496-covo.aspx,2023-04-08T145246+0200,2023-04-09T155228+0200
BLACK,2,Gasolina,54476117,55172,AUDI,4,A1,966,20900,Baleares,7,AUDI A1 S Line 25 TFSI 70kW 95CV Sportback 5p,MANUAL,2,2019,profesional,Berlina,999,5,95,https://www.coches.net/audi-a1-s-line-25-tfsi-70kw-95cv-sportback-5p-gasolina-2019-en-baleares-54476117-covo.aspx,2023-04-08T144847+0200,2023-04-09T155242+0200
BLUE,1,Diésel,54805603,126194,AUDI,4,A6,27,28990,Madrid,28,AUDI A6 Advanced edit 3.0 TDI quattro S tronic 4p,AUTOMATIC,1,2018,profesional,Berlina,2967,4,218,https://www.coches.net/audi-a6-advanced-edit-30-tdi-quattro-s-tronic-4p-diesel-2018-en-madrid-54805603-covo.aspx,2023-04-08T144847+0200,2023-04-09T155254+0200
GRAY,1,Diésel,53975423,68434,AUDI,4,Q3,999,32000,León,24,AUDI Q3 Advanced 35 TDI 110kW 150CV S tronic,AUTOMATIC,1,2019,profesional,4x4 SUV,1968,5,150,https://www.coches.net/audi-q3-advanced-35-tdi-110kw-150cv-s-tronic-diesel-2019-en-leon-53975423-covo.aspx,2023-04-08T144746+0200,2023-04-09T155302+0200
BLACK,1,Diésel,54366276,146000,AUDI,4,A4 Allroad Quattro,925,19900,Madrid,28,AUDI A4 Allroad Quattro 2.0 TDI clean diesel 190CV S tro quattro 5p,AUTOMATIC,1,2015,profesional,Familiar,1968,5,190,https://www.coches.net/audi-a4-allroad-quattro-20-tdi-clean-diesel-190cv-s-tro-quattro-5p-diesel-2015-en-madrid-54366276-covo.aspx,2023-04-08T144647+0200,2023-04-09T155316+0200
ORANGE,1,Diésel,54802407,105000,AUDI,4,A5,611,33990,Málaga,29,AUDI A5 S Line 40 TDI 140kW S tronic Sportback 5p,AUTOMATIC,1,2019,profesional,Berlina,1968,5,190,https://www.coches.net/audi-a5-s-line-40-tdi-140kw-s-tronic-sportback-5p-diesel-2020-en-malaga-54802407-covo.aspx,2023-04-09T144140+0200,2023-04-09T155331+0200
WHITE,2,Gasolina,54283785,25449,AUDI,4,A1,966,25350,Valencia,46,AUDI A1 Sportback Advanced 25 TFSI 70kW 95CV 5p,MANUAL,2,2022,profesional,Berlina,999,5,95,https://www.coches.net/audi-a1-sportback-advanced-25-tfsi-70kw-95cv-5p-gasolina-2022-en-valencia-54283785-covo.aspx,2023-04-09T093642+0200,2023-04-09T155343+0200
WHITE,2,Gasolina,54599739,54784,AUDI,4,A3,345,24990,Madrid,28,AUDI A3 Sportback ALLIN ed 35 TFSI 110kW S tron 5p,AUTOMATIC,1,2019,profesional,Berlina,1498,5,150,https://www.coches.net/audi-a3-sportback-allin-ed-35-tfsi-110kw-s-tron-5p-gasolina-2020-en-madrid-54599739-covo.aspx,2023-04-09T142140+0200,2023-04-09T155358+0200
GRAY,1,Diésel,54556388,25828,AUDI,4,A3,345,29650,Madrid,28,AUDI A3 Sportback Advanced 30 TDI 85kW 116CV 5p,MANUAL,2,2021,profesional,Berlina,1968,5,116,https://www.coches.net/audi-a3-sportback-advanced-30-tdi-85kw-116cv-5p-diesel-2022-en-madrid-54556388-covo.aspx,2023-04-08T143546+0200,2023-04-09T155414+0200
WHITE,2,Gasolina,54389669,38600,AUDI,4,Q3,999,32400,Madrid,28,AUDI Q3 Advanced 35 TFSI 110kW 150CV S tronic 5p,AUTOMATIC,1,2019,profesional,4x4 SUV,1498,5,150,https://www.coches.net/audi-q3-advanced-35-tfsi-110kw-150cv-s-tronic-5p-gasolina-2019-en-madrid-54389669-covo.aspx,2023-04-09T124348+0200,2023-04-09T155428+0200
WHITE,2,Gasolina,54348381,29000,AUDI,4,A1,966,20700,León,24,AUDI A1 Sportback Advanced 25 TFSI 70kW 95CV 5p,MANUAL,2,2020,profesional,Berlina,999,5,95,https://www.coches.net/audi-a1-sportback-advanced-25-tfsi-70kw-95cv-gasolina-2020-en-leon-54348381-covo.aspx,2023-04-08T143046+0200,2023-04-09T155442+0200
ORANGE,1,Diésel,54814423,112000,AUDI,4,Q8,1255,59500,Almería,4,AUDI Q8 50 TDI 210kW 286CV quattro tiptronic 5p,AUTOMATIC,1,2019,particular,4x4 SUV,2967,5,286,https://www.coches.net/audi-q8-50-tdi-210kw-286cv-quattro-tiptronic-5p-diesel-2019-en-almeria-54814423-covo.aspx,2023-04-09T142539+0200,2023-04-09T155457+0200
WHITE,1,Diésel,54677529,109757,AUDI,4,A4,7,18950,Madrid,28,AUDI A4 2.0 TDI 150cv Advanced edition 4p,MANUAL,2,2016,profesional,Berlina,1968,4,150,https://www.coches.net/audi-a4-20-tdi-150cv-advanced-edition-4p-diesel-2016-en-madrid-54677529-covo.aspx,2023-04-08T142449+0200,2023-04-09T155505+0200
WHITE,2,Gasolina,54532516,98556,AUDI,4,Q2,1199,19690,Madrid,28,AUDI Q2 Sport 30 TFSI 85kW 116CV 5p,MANUAL,2,2019,profesional,4x4 SUV,999,5,116,https://www.coches.net/audi-q2-sport-30-tfsi-85kw-116cv-5p-gasolina-2020-en-madrid-54532516-covo.aspx,2023-04-09T141342+0200,2023-04-09T155517+0200
WHITE,1,Diésel,54055282,75600,AUDI,4,A1,966,18500,A Coruña,15,AUDI A1 Sportback 1.6 TDI 116CV Attraction 5p,MANUAL,2,2016,profesional,Berlina,1598,5,116,https://www.coches.net/audi-a1-sportback-16-tdi-116cv-attraction-5p-diesel-2016-en-a_coruna-54055282-covo.aspx,2023-04-09T144821+0200,2023-04-09T155532+0200
GRAY,1,Diésel,54818249,105000,AUDI,4,Q5,904,38000,Alicante,3,AUDI Q5 S line 35 TDI 120kW quattro S tronic 5p,AUTOMATIC,1,2019,particular,4x4 SUV,1968,5,163,https://www.coches.net/audi-q5-s-line-35-tdi-120kw-quattro-s-tronic-5p-diesel-2019-en-alicante-54818249-covo.aspx,2023-04-08T142005+0200,2023-04-09T155545+0200
GRAY,1,Diésel,54805570,96849,AUDI,4,A6,27,26690,Madrid,28,AUDI A6 2.0 TDI 140kW190CV ultra S tronic 4p,AUTOMATIC,1,2017,profesional,Berlina,1968,4,190,https://www.coches.net/audi-a6-20-tdi-140kw190cv-ultra-s-tronic-4p-diesel-2017-en-madrid-54805570-covo.aspx,2023-04-08T141947+0200,2023-04-09T155556+0200
GRAY,2,Gasolina,54570679,52911,AUDI,4,A3,345,24100,Málaga,29,AUDI A3 30 TFSI 85kW 116CV S tronic Sportback,AUTOMATIC,1,2019,profesional,Berlina,999,5,116,https://www.coches.net/audi-a3-30-tfsi-85kw-116cv-s-tronic-sportback-gasolina-2019-en-malaga-54570679-covo.aspx,2023-04-08T141946+0200,2023-04-09T155608+0200
