,fuelType,fuelTypeId,color,id,km,make,makeId,model,modelId,province,provinceId,price,title,transmissionType,transmissionTypeId,year,seller_type,seller_type_id,body_types,body_types_id,cubicCapacity,doors,hp,url,date
523,Híbrido,4.0,COMMON.COLOR_GRAY,54494353.0,11000.0,BMW,7.0,Serie 3,70.0,Valencia,46.0,43900.0,BMW Serie 3 318d Auto. 4p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2022.0,profesional,1.0,berlina,1.0,1995.0,4.0,150.0,https://www.coches.net/bmw-serie-3-318d-auto-4p-electrico-hibrido-2021-en-valencia-54494353-covo.aspx,2023-04-09 09:56:41
524,Diésel,1.0,COMMON.COLOR_BLACK,54326583.0,177000.0,BMW,7.0,X5,438.0,Alicante,3.0,17800.0,BMW X5 xDRIVE30d 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2012.0,particular,2.0,4x4 suv,6.0,2993.0,5.0,245.0,https://www.coches.net/bmw-x5-xdrive30d-5p-diesel-2012-en-alicante-54326583-covo.aspx,2023-04-09 09:56:43
525,Diésel,1.0,COMMON.COLOR_WHITE,54421497.0,101304.0,BMW,7.0,Serie 2,1092.0,Barcelona,8.0,14895.0,BMW Serie 2 218d 2p.,COMMON.TRANSMISSION_MANUAL,2.0,2016.0,profesional,1.0,cabrio,3.0,1995.0,2.0,150.0,https://www.coches.net/bmw-serie-2-218d-2p-diesel-2016-en-barcelona-54421497-covo.aspx,2023-04-09 09:56:45
526,Diésel,1.0,COMMON.COLOR_BLUE,54565771.0,49880.0,BMW,7.0,Serie 4,1084.0,Madrid,28.0,32450.0,BMW Serie 4 420d 2p.,COMMON.TRANSMISSION_MANUAL,2.0,2018.0,profesional,1.0,coupe,2.0,1995.0,2.0,190.0,https://www.coches.net/bmw-serie-4-420d-2p-diesel-2018-en-madrid-54565771-covo.aspx,2023-04-09 09:56:47
527,Diésel,1.0,COMMON.COLOR_BLUE,54256359.0,127074.0,BMW,7.0,X2,1241.0,Sevilla,41.0,25990.0,BMW X2 sDrive18d 5p.,COMMON.TRANSMISSION_MANUAL,2.0,2019.0,profesional,1.0,4x4 suv,6.0,1995.0,5.0,150.0,https://www.coches.net/bmw-x2-sdrive18d-diesel-2019-en-sevilla-54256359-covo.aspx,2023-04-09 09:56:49
528,Diésel,1.0,COMMON.COLOR_GRAY,54545523.0,57020.0,BMW,7.0,X4,1119.0,Madrid,28.0,42900.0,BMW X4 xDrive20d 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2019.0,profesional,1.0,4x4 suv,6.0,1995.0,5.0,190.0,https://www.coches.net/bmw-x4-xdrive20d-5p-diesel-2018-en-madrid-54545523-covo.aspx,2023-04-09 09:56:51
529,Eléctrico,3.0,COMMON.COLOR_BLUE,54359444.0,43235.0,BMW,7.0,i3,1056.0,Murcia,30.0,33900.0,BMW i3 S 120ah 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2019.0,profesional,1.0,berlina,1.0,,5.0,184.0,https://www.coches.net/bmw-i3-s-120ah-5p-electrico-hibrido-2019-en-murcia-54359444-covo.aspx,2023-04-09 09:56:53
530,Diésel,1.0,COMMON.COLOR_BLACK,54725937.0,62100.0,BMW,7.0,Serie 5,71.0,Madrid,28.0,33900.0,BMW Serie 5 520D 4p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2019.0,profesional,1.0,berlina,1.0,1995.0,4.0,190.0,https://www.coches.net/bmw-serie-5-520d-diesel-2019-en-madrid-54725937-covo.aspx,2023-04-09 09:56:55
531,Gasolina,2.0,COMMON.COLOR_WHITE,54786341.0,22716.0,BMW,7.0,Serie 1,539.0,Sevilla,41.0,18950.0,BMW Serie 1 116i 5p.,COMMON.TRANSMISSION_MANUAL,2.0,2018.0,profesional,1.0,berlina,1.0,1499.0,5.0,109.0,https://www.coches.net/bmw-serie-1-116i-gasolina-2018-en-sevilla-54786341-covo.aspx,2023-04-09 09:56:57
532,Híbrido enchufable,5.0,COMMON.COLOR_WHITE,54114862.0,94752.0,BMW,7.0,Serie 2 Active Tourer,1158.0,Tarragona,43.0,24900.0,BMW Serie 2 Active Tourer 225xe iPerformance 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2018.0,profesional,1.0,monovolumen,5.0,1499.0,5.0,224.0,https://www.coches.net/bmw-serie-2-active-tourer-225xe-iperformance-5p-electrico-hibrido-2018-en-tarragona-54114862-covo.aspx,2023-04-09 09:56:59
533,Diésel,1.0,COMMON.COLOR_BLACK,53541457.0,162000.0,BMW,7.0,Serie 1,539.0,Murcia,30.0,12500.0,BMW Serie 1 118d 5p.,COMMON.TRANSMISSION_MANUAL,2.0,2014.0,profesional,1.0,berlina,1.0,1995.0,5.0,143.0,https://www.coches.net/bmw-serie-1-118d-diesel-2014-en-murcia-53541457-covo.aspx,2023-04-09 09:57:01
534,Híbrido enchufable,5.0,COMMON.COLOR_GRAY,52907803.0,21174.0,BMW,7.0,X2,1241.0,Madrid,28.0,41490.0,BMW X2 xDrive25e Auto 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2021.0,profesional,1.0,4x4 suv,6.0,1499.0,5.0,220.0,https://www.coches.net/bmw-x2-xdrive25e-auto-5p-electrico-hibrido-2021-en-madrid-52907803-covo.aspx,2023-04-09 09:57:04
535,Diésel,1.0,COMMON.COLOR_GRAY,53979021.0,160000.0,BMW,7.0,Serie 1,539.0,Murcia,30.0,12500.0,BMW Serie 1 118d 5p.,COMMON.TRANSMISSION_MANUAL,2.0,2013.0,profesional,1.0,berlina,1.0,1995.0,5.0,143.0,https://www.coches.net/bmw-serie-1-118d-diesel-2013-en-murcia-53979021-covo.aspx,2023-04-09 09:57:05
536,Gasolina,2.0,COMMON.COLOR_RED,54434139.0,51000.0,BMW,7.0,Serie 4,1084.0,Vizcaya,48.0,39990.0,BMW Serie 4 440i 2p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2018.0,profesional,1.0,cabrio,3.0,2998.0,2.0,326.0,https://www.coches.net/bmw-serie-4-440i-2p-gasolina-2019-en-vizcaya-54434139-covo.aspx,2023-04-09 09:57:07
537,Diésel,1.0,COMMON.COLOR_BLACK,54672674.0,84350.0,BMW,7.0,Serie 3,70.0,Murcia,30.0,28900.0,BMW Serie 3 320d Auto. 4p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2019.0,profesional,1.0,berlina,1.0,1995.0,4.0,190.0,https://www.coches.net/bmw-serie-3-320d-auto-diesel-2019-en-murcia-54672674-covo.aspx,2023-04-09 09:57:09
538,Gasolina,2.0,COMMON.COLOR_WHITE,54434141.0,61000.0,BMW,7.0,X3,515.0,Vizcaya,48.0,39990.0,BMW X3 XDRIVE20I 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2019.0,profesional,1.0,4x4 suv,6.0,1998.0,5.0,184.0,https://www.coches.net/bmw-x3-xdrive20i-5p-gasolina-2019-en-vizcaya-54434141-covo.aspx,2023-04-09 09:57:11
539,Gasolina,2.0,COMMON.COLOR_BLACK,54758864.0,112000.0,BMW,7.0,X5,438.0,Vizcaya,48.0,35990.0,BMW X5 xDRIVE35i 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2017.0,profesional,1.0,4x4 suv,6.0,2979.0,5.0,306.0,https://www.coches.net/bmw-x5-xdrive35i-5p-gasolina-2017-en-vizcaya-54758864-covo.aspx,2023-04-09 09:57:13
540,Diésel,1.0,COMMON.COLOR_BLUE,54628699.0,55000.0,BMW,7.0,X2,1241.0,Vizcaya,48.0,33990.0,BMW X2 sDrive18d 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2018.0,profesional,1.0,4x4 suv,6.0,1995.0,5.0,150.0,https://www.coches.net/bmw-x2-sdrive18d-5p-diesel-2018-en-vizcaya-54628699-covo.aspx,2023-04-09 09:57:15
541,Diésel,1.0,COMMON.COLOR_WHITE,53576025.0,129820.0,BMW,7.0,X2,1241.0,Castellón,12.0,22499.0,BMW X2 sDrive18d 5p.,COMMON.TRANSMISSION_MANUAL,2.0,2018.0,profesional,1.0,4x4 suv,6.0,1995.0,5.0,150.0,https://www.coches.net/bmw-x2-sdrive18d-diesel-2018-en-castellon-53576025-covo.aspx,2023-04-09 09:57:17
542,Diésel,1.0,COMMON.COLOR_BLACK,54756077.0,47000.0,BMW,7.0,X3,515.0,Huesca,22.0,33850.0,BMW X3 XDRIVE20D 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2018.0,profesional,1.0,4x4 suv,6.0,1995.0,5.0,190.0,https://www.coches.net/bmw-x3-xdrive20d-diesel-2018-en-huesca-54756077-covo.aspx,2023-04-09 09:57:19
543,Diésel,1.0,COMMON.COLOR_GRAY,54756013.0,101000.0,BMW,7.0,Serie 5,71.0,Huesca,22.0,25999.0,BMW Serie 5 520D TOURING 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2017.0,profesional,1.0,familiar,4.0,1995.0,5.0,190.0,https://www.coches.net/bmw-serie-5-520d-touring-diesel-2017-en-huesca-54756013-covo.aspx,2023-04-09 09:57:21
544,Diésel,1.0,COMMON.COLOR_BLUE,54809112.0,125000.0,BMW,7.0,X4,1119.0,Huesca,22.0,36400.0,BMW X4 xDrive20d 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2018.0,profesional,1.0,4x4 suv,6.0,1995.0,5.0,190.0,https://www.coches.net/bmw-x4-xdrive20d-diesel-2018-en-huesca-54809112-covo.aspx,2023-04-09 09:57:23
545,Diésel,1.0,COMMON.COLOR_BLACK,54817223.0,102000.0,BMW,7.0,X4,1119.0,Las Palmas,35.0,26990.0,BMW X4,COMMON.TRANSMISSION_AUTOMATIC,1.0,2016.0,particular,2.0,,,,5.0,,https://www.coches.net/bmw-x4-diesel-2016-en-las_palmas-54817223-covo.aspx,2023-04-09 09:57:25
546,Diésel,1.0,COMMON.COLOR_BLACK,54628686.0,78000.0,BMW,7.0,X4,1119.0,Vizcaya,48.0,31990.0,BMW X4 xDrive20d 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2016.0,profesional,1.0,4x4 suv,6.0,1995.0,5.0,190.0,https://www.coches.net/bmw-x4-xdrive20d-5p-diesel-2016-en-vizcaya-54628686-covo.aspx,2023-04-09 09:57:27
547,Diésel,1.0,COMMON.COLOR_GRAY,54627663.0,79000.0,BMW,7.0,Serie 5,71.0,Vizcaya,48.0,31990.0,BMW Serie 5 520dA Business 4p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2017.0,profesional,1.0,berlina,1.0,1995.0,4.0,190.0,https://www.coches.net/bmw-serie-5-520da-business-4p-diesel-2017-en-vizcaya-54627663-covo.aspx,2023-04-09 09:57:29
548,Gasolina,2.0,COMMON.COLOR_BLACK,54816623.0,124489.0,BMW,7.0,Serie 1,539.0,Valencia,46.0,14990.0,BMW Serie 1 116i 5p.,COMMON.TRANSMISSION_MANUAL,2.0,2015.0,profesional,1.0,berlina,1.0,1598.0,5.0,136.0,https://www.coches.net/bmw-serie-1-116i-5p-gasolina-2014-en-valencia-54816623-covo.aspx,2023-04-09 09:57:31
549,Gasolina,2.0,COMMON.COLOR_WHITE,54817206.0,89000.0,BMW,7.0,Z4,291.0,Vizcaya,48.0,27000.0,BMW Z4,COMMON.TRANSMISSION_MANUAL,2.0,2012.0,particular,2.0,,,,2.0,,https://www.coches.net/bmw-z4-gasolina-2012-en-vizcaya-54817206-covo.aspx,2023-04-09 09:57:33
550,Gasolina,2.0,COMMON.COLOR_WHITE,54627668.0,81000.0,BMW,7.0,Serie 3,70.0,Vizcaya,48.0,29990.0,BMW Serie 3 330i Auto. Gran Turismo 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2017.0,profesional,1.0,berlina,1.0,1998.0,5.0,252.0,https://www.coches.net/bmw-serie-3-330i-auto-gran-turismo-5p-gasolina-2017-en-vizcaya-54627668-covo.aspx,2023-04-09 09:57:35
551,Diésel,1.0,COMMON.COLOR_WHITE,54817193.0,67689.0,BMW,7.0,Serie 1,539.0,Madrid,28.0,25000.0,BMW Serie 1,COMMON.TRANSMISSION_MANUAL,2.0,2018.0,particular,2.0,,,,5.0,,https://www.coches.net/bmw-serie-1-diesel-2018-en-madrid-54817193-covo.aspx,2023-04-09 09:57:37
552,Diésel,1.0,COMMON.COLOR_WHITE,54655894.0,149000.0,BMW,7.0,X2,1241.0,Vizcaya,48.0,25990.0,BMW X2 xDrive20dA 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2019.0,profesional,1.0,4x4 suv,6.0,1995.0,5.0,190.0,https://www.coches.net/bmw-x2-xdrive20da-5p-diesel-2019-en-vizcaya-54655894-covo.aspx,2023-04-09 09:57:39
553,Diésel,1.0,COMMON.COLOR_WHITE,54655912.0,149000.0,BMW,7.0,X2,1241.0,Guipúzcoa,20.0,25990.0,BMW X2 xDrive20dA 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2019.0,profesional,1.0,4x4 suv,6.0,1995.0,5.0,190.0,https://www.coches.net/bmw-x2-xdrive20da-5p-diesel-2019-en-guipuzcoa-54655912-covo.aspx,2023-04-09 09:57:40
554,Gasolina,2.0,COMMON.COLOR_GRAY,54483935.0,77000.0,BMW,7.0,Serie 2,1092.0,Vizcaya,48.0,25990.0,BMW Serie 2 220i 2p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2017.0,profesional,1.0,cabrio,3.0,1998.0,2.0,184.0,https://www.coches.net/bmw-serie-2-220i-2p-gasolina-2017-en-vizcaya-54483935-covo.aspx,2023-04-09 09:57:42
555,Gasolina,2.0,COMMON.COLOR_BLACK,54758884.0,112000.0,BMW,7.0,X5,438.0,Guipúzcoa,20.0,35990.0,BMW X5 xDRIVE35i 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2017.0,profesional,1.0,4x4 suv,6.0,2979.0,5.0,306.0,https://www.coches.net/bmw-x5-xdrive35i-5p-gasolina-2017-en-guipuzcoa-54758884-covo.aspx,2023-04-09 09:57:44
556,Diésel,1.0,COMMON.COLOR_BLUE,54776792.0,98000.0,BMW,7.0,Serie 4,1084.0,Madrid,28.0,25750.0,BMW Serie 4 420d 2p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2015.0,particular,2.0,cabrio,3.0,1995.0,2.0,184.0,https://www.coches.net/bmw-serie-4-420d-2p-diesel-2015-en-madrid-54776792-covo.aspx,2023-04-09 09:57:46
557,Diésel,1.0,COMMON.COLOR_WHITE,54816572.0,59000.0,BMW,7.0,X2,1241.0,Córdoba,14.0,22500.0,BMW X2 sDrive16d,COMMON.TRANSMISSION_MANUAL,2.0,2019.0,profesional,1.0,4x4 suv,6.0,1496.0,5.0,116.0,https://www.coches.net/bmw-x2-sdrive16d-diesel-2019-en-cordoba-54816572-covo.aspx,2023-04-09 09:57:48
558,Diésel,1.0,COMMON.COLOR_BLUE,54816788.0,125000.0,BMW,7.0,Serie 4,1084.0,Guadalajara,19.0,25000.0,BMW Serie 4,COMMON.TRANSMISSION_MANUAL,2.0,2016.0,particular,2.0,,,,2.0,,https://www.coches.net/bmw-serie-4-diesel-2016-en-guadalajara-54816788-covo.aspx,2023-04-09 09:57:49
559,Diésel,1.0,COMMON.COLOR_BLUE,54816474.0,65000.0,BMW,7.0,Serie 1,539.0,Madrid,28.0,20900.0,BMW Serie 1 118d,COMMON.TRANSMISSION_AUTOMATIC,1.0,2018.0,profesional,1.0,berlina,1.0,1995.0,5.0,150.0,https://www.coches.net/bmw-serie-1-118d-diesel-2018-en-madrid-54816474-covo.aspx,2023-04-09 09:57:52
560,Diésel,1.0,COMMON.COLOR_BLUE,54816550.0,128550.0,BMW,7.0,X3,515.0,Barcelona,8.0,6650.0,BMW X3,COMMON.TRANSMISSION_AUTOMATIC,1.0,2014.0,particular,2.0,,,,5.0,,https://www.coches.net/bmw-x3-diesel-2014-en-barcelona-54816550-covo.aspx,2023-04-09 09:57:54
561,Diésel,1.0,COMMON.COLOR_WHITE,54816453.0,180000.0,BMW,7.0,Serie 5,71.0,Lleida,25.0,19800.0,BMW Serie 5 530DA 4p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2014.0,particular,2.0,berlina,1.0,2993.0,4.0,258.0,https://www.coches.net/bmw-serie-5-530d-gran-turismo-5p-diesel-2014-en-lleida-54816453-covo.aspx,2023-04-09 09:57:55
562,Diésel,1.0,COMMON.COLOR_BLUE,54816525.0,120000.0,BMW,7.0,X3,515.0,Madrid,28.0,6650.0,BMW X3,COMMON.TRANSMISSION_AUTOMATIC,1.0,2014.0,particular,2.0,,,,5.0,,https://www.coches.net/bmw-x3-diesel-2014-en-madrid-54816525-covo.aspx,2023-04-09 09:57:57
563,Diésel,1.0,COMMON.COLOR_BLUE,54816501.0,128550.0,BMW,7.0,X3,515.0,Málaga,29.0,6650.0,BMW X3,COMMON.TRANSMISSION_AUTOMATIC,1.0,2014.0,particular,2.0,,,,5.0,,https://www.coches.net/bmw-x3-diesel-2014-en-malaga-54816501-covo.aspx,2023-04-09 09:57:59
564,Diésel,1.0,COMMON.COLOR_WHITE,54816374.0,67689.0,BMW,7.0,Serie 1,539.0,Madrid,28.0,25000.0,BMW Serie 1 118d 5p.,COMMON.TRANSMISSION_MANUAL,2.0,2018.0,particular,2.0,berlina,1.0,1995.0,5.0,150.0,https://www.coches.net/bmw-serie-1-118d-5p-diesel-2018-en-madrid-54816374-covo.aspx,2023-04-09 09:58:01
565,Diésel,1.0,COMMON.COLOR_BLACK,54816366.0,179000.0,BMW,7.0,Serie 3,70.0,Valencia,46.0,21900.0,BMW Serie 3 330dA xDrive Gran Turismo,COMMON.TRANSMISSION_AUTOMATIC,1.0,2015.0,profesional,1.0,berlina,1.0,2993.0,5.0,258.0,https://www.coches.net/bmw-serie-3-330da-xdrive-gran-turismo-diesel-2015-en-valencia-54816366-covo.aspx,2023-04-09 09:58:03
566,Gasolina,2.0,COMMON.COLOR_GRAY,53119643.0,169000.0,BMW,7.0,Serie 4,1084.0,Alicante,3.0,43500.0,BMW Serie 4 M4 A,COMMON.TRANSMISSION_AUTOMATIC,1.0,2015.0,profesional,1.0,coupe,2.0,2979.0,2.0,431.0,https://www.coches.net/bmw-serie-4-m4-a-gasolina-2015-en-alicante-53119643-covo.aspx,2023-04-09 09:58:05
567,Gasolina,2.0,COMMON.COLOR_BLACK,53378662.0,20654.0,BMW,7.0,Serie 2,1092.0,Alicante,3.0,48900.0,BMW Serie 2 M235iA xDrive Gran Coupe,COMMON.TRANSMISSION_AUTOMATIC,1.0,2020.0,profesional,1.0,berlina,1.0,1998.0,4.0,306.0,https://www.coches.net/bmw-serie-2-m235ia-xdrive-gran-coupe-gasolina-2020-en-alicante-53378662-covo.aspx,2023-04-09 09:58:07
568,Diésel,1.0,COMMON.COLOR_RED,54805042.0,127719.0,BMW,7.0,Serie 1,539.0,Valladolid,47.0,19990.0,BMW Serie 1 118d 5p.,COMMON.TRANSMISSION_MANUAL,2.0,2019.0,profesional,1.0,berlina,1.0,1995.0,5.0,150.0,https://www.coches.net/bmw-serie-1-118d-5p-diesel-2019-en-valladolid-54805042-covo.aspx,2023-04-09 09:58:09
569,Diésel,1.0,COMMON.COLOR_WHITE,54805035.0,81669.0,BMW,7.0,Serie 1,539.0,Valladolid,47.0,27690.0,BMW Serie 1 118d 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2020.0,profesional,1.0,berlina,1.0,1995.0,5.0,150.0,https://www.coches.net/bmw-serie-1-118d-5p-diesel-2020-en-valladolid-54805035-covo.aspx,2023-04-09 09:58:11
570,Diésel,1.0,COMMON.COLOR_GRAY,54805014.0,86082.0,BMW,7.0,Serie 1,539.0,Valladolid,47.0,20990.0,BMW Serie 1 118d 5p.,COMMON.TRANSMISSION_MANUAL,2.0,2018.0,profesional,1.0,berlina,1.0,1995.0,5.0,150.0,https://www.coches.net/bmw-serie-1-118d-5p-diesel-2018-en-valladolid-54805014-covo.aspx,2023-04-09 09:58:13
571,,,,,,,,,,,,,,,,,,,,,,,,https://www.coches.net/bmw-serie-5-530da-xdrive-4p-diesel-2014-en-madrid-54816265-covo.aspx,2023-04-09 09:58:16
572,Gasolina,2.0,COMMON.COLOR_WHITE,54805220.0,69972.0,BMW,7.0,Serie 1,539.0,Valladolid,47.0,16490.0,BMW Serie 1 116i 5p.,COMMON.TRANSMISSION_MANUAL,2.0,2018.0,profesional,1.0,berlina,1.0,1499.0,5.0,109.0,https://www.coches.net/bmw-serie-1-116i-5p-gasolina-2018-en-valladolid-54805220-covo.aspx,2023-04-09 09:58:18
573,Gasolina,2.0,COMMON.COLOR_BROWN,54806353.0,147872.0,BMW,7.0,X5,438.0,Salamanca,37.0,51990.0,BMW X5 M 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2015.0,profesional,1.0,4x4 suv,6.0,4395.0,5.0,575.0,https://www.coches.net/bmw-x5-m-5p-gasolina-2015-en-salamanca-54806353-covo.aspx,2023-04-09 09:58:19
574,Diésel,1.0,COMMON.COLOR_BLACK,54806480.0,121697.0,BMW,7.0,Serie 4,1084.0,Salamanca,37.0,30990.0,BMW Serie 4 430dA Gran Coupe 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2017.0,profesional,1.0,berlina,1.0,2993.0,5.0,258.0,https://www.coches.net/bmw-serie-4-430da-gran-coupe-5p-diesel-2017-en-salamanca-54806480-covo.aspx,2023-04-09 09:58:21
575,Híbrido enchufable,5.0,COMMON.COLOR_ORANGE,54806468.0,28070.0,BMW,7.0,Serie 3,70.0,Salamanca,37.0,43990.0,BMW Serie 3 330e 4p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2019.0,profesional,1.0,berlina,1.0,1998.0,4.0,292.0,https://www.coches.net/bmw-serie-3-330e-4p-electrico-hibrido-2020-en-salamanca-54806468-covo.aspx,2023-04-09 09:58:23
576,Diésel,1.0,COMMON.COLOR_BLUE,54806459.0,140466.0,BMW,7.0,Serie 3,70.0,Salamanca,37.0,16490.0,BMW Serie 3 318d 4p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2016.0,profesional,1.0,berlina,1.0,1995.0,4.0,150.0,https://www.coches.net/bmw-serie-3-318d-4p-diesel-2016-en-salamanca-54806459-covo.aspx,2023-04-09 09:58:24
577,Gasolina,2.0,COMMON.COLOR_WHITE,54816256.0,92000.0,BMW,7.0,Serie 1,539.0,Málaga,29.0,20999.0,BMW Serie 1 118i 5p.,COMMON.TRANSMISSION_MANUAL,2.0,2017.0,particular,2.0,berlina,1.0,1499.0,5.0,136.0,https://www.coches.net/bmw-serie-1-118i-5p-gasolina-2017-en-malaga-54816256-covo.aspx,2023-04-09 09:58:26
578,Diésel,1.0,COMMON.COLOR_ORANGE,54806539.0,39476.0,BMW,7.0,Serie 2 Gran Tourer,1159.0,Salamanca,37.0,22690.0,BMW Serie 2 Gran Tourer 216d 5p.,COMMON.TRANSMISSION_MANUAL,2.0,2018.0,profesional,1.0,monovolumen,5.0,1496.0,5.0,116.0,https://www.coches.net/bmw-serie-2-gran-tourer-216d-5p-diesel-2018-en-salamanca-54806539-covo.aspx,2023-04-09 09:58:28
579,Diésel,1.0,COMMON.COLOR_RED,54806512.0,127719.0,BMW,7.0,Serie 1,539.0,Salamanca,37.0,19990.0,BMW Serie 1 118d 5p.,COMMON.TRANSMISSION_MANUAL,2.0,2019.0,profesional,1.0,berlina,1.0,1995.0,5.0,150.0,https://www.coches.net/bmw-serie-1-118d-5p-diesel-2019-en-salamanca-54806512-covo.aspx,2023-04-09 09:58:30
580,Gasolina,2.0,COMMON.COLOR_WHITE,54806482.0,69972.0,BMW,7.0,Serie 1,539.0,Salamanca,37.0,16490.0,BMW Serie 1 116i 5p.,COMMON.TRANSMISSION_MANUAL,2.0,2018.0,profesional,1.0,berlina,1.0,1499.0,5.0,109.0,https://www.coches.net/bmw-serie-1-116i-5p-gasolina-2018-en-salamanca-54806482-covo.aspx,2023-04-09 09:58:32
581,Diésel,1.0,COMMON.COLOR_GRAY,54551479.0,44000.0,BMW,7.0,Serie 3,70.0,Tarragona,43.0,47499.0,BMW Serie 3 330d Auto. 4p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2020.0,profesional,1.0,berlina,1.0,2993.0,4.0,265.0,https://www.coches.net/bmw-serie-3-330d-auto-diesel-2020-en-tarragona-54551479-covo.aspx,2023-04-09 09:58:34
582,Gasolina,2.0,COMMON.COLOR_WHITE,54816227.0,180000.0,BMW,7.0,Serie 1,539.0,Ciudad Real,13.0,11500.0,BMW Serie 1 118i Sport 5p.,COMMON.TRANSMISSION_MANUAL,2.0,2012.0,particular,2.0,berlina,1.0,1598.0,5.0,170.0,https://www.coches.net/bmw-serie-1-118i-sport-5p-gasolina-2012-en-ciudad_real-54816227-covo.aspx,2023-04-09 09:58:36
583,Diésel,1.0,COMMON.COLOR_BLACK,54816203.0,149999.0,BMW,7.0,Serie 6,514.0,Madrid,28.0,29999.0,BMW Serie 6 640d xDrive 2p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2014.0,particular,2.0,coupe,2.0,2993.0,2.0,313.0,https://www.coches.net/bmw-serie-6-640d-xdrive-2p-diesel-2014-en-madrid-54816203-covo.aspx,2023-04-09 09:58:39
584,Diésel,1.0,COMMON.COLOR_GRAY,54816124.0,15300.0,BMW,7.0,Serie 1,539.0,Madrid,28.0,31500.0,BMW Serie 1 118d Business Auto. 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2020.0,particular,2.0,berlina,1.0,1995.0,5.0,150.0,https://www.coches.net/bmw-serie-1-118d-business-auto-5p-diesel-2020-en-madrid-54816124-covo.aspx,2023-04-09 09:58:41
585,Diésel,1.0,COMMON.COLOR_WHITE,54806591.0,160263.0,BMW,7.0,X3,515.0,Burgos,9.0,29990.0,BMW X3 XDRIVE20D 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2019.0,profesional,1.0,4x4 suv,6.0,1995.0,5.0,190.0,https://www.coches.net/bmw-x3-xdrive20d-5p-diesel-2019-en-burgos-54806591-covo.aspx,2023-04-09 09:58:42
586,Diésel,1.0,COMMON.COLOR_RED,54808707.0,106771.0,BMW,7.0,Serie 1,539.0,Burgos,9.0,14990.0,BMW Serie 1 120d 5p.,COMMON.TRANSMISSION_MANUAL,2.0,2013.0,profesional,1.0,berlina,1.0,1995.0,5.0,184.0,https://www.coches.net/bmw-serie-1-120d-5p-diesel-2013-en-burgos-54808707-covo.aspx,2023-04-09 09:58:44
587,Híbrido enchufable,5.0,COMMON.COLOR_GRAY,54808710.0,75290.0,BMW,7.0,Serie 3,70.0,Burgos,9.0,28990.0,BMW Serie 3 330e 4p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2018.0,profesional,1.0,berlina,1.0,1998.0,4.0,252.0,https://www.coches.net/bmw-serie-3-330e-4p-electrico-hibrido-2018-en-burgos-54808710-covo.aspx,2023-04-09 09:58:46
588,Diésel,1.0,COMMON.COLOR_GRAY,54816137.0,98000.0,BMW,7.0,Serie 3,70.0,Barcelona,8.0,21900.0,BMW Serie 3 330dA,COMMON.TRANSMISSION_AUTOMATIC,1.0,2015.0,profesional,1.0,berlina,1.0,2993.0,4.0,258.0,https://www.coches.net/bmw-serie-3-330da-diesel-2015-en-barcelona-54816137-covo.aspx,2023-04-09 09:58:48
589,Diésel,1.0,COMMON.COLOR_WHITE,54345874.0,104000.0,BMW,7.0,X5,438.0,Madrid,28.0,31500.0,BMW X5 sDrive25D 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2017.0,profesional,1.0,4x4 suv,6.0,1995.0,5.0,231.0,https://www.coches.net/bmw-x5-sdrive25d-5p-diesel-2017-en-madrid-54345874-covo.aspx,2023-04-09 09:58:50
