,fuelType,fuelTypeId,color,id,km,make,makeId,model,modelId,province,provinceId,price,title,transmissionType,transmissionTypeId,year,seller_type,seller_type_id,body_types,body_types_id,cubicCapacity,doors,hp,url,date
0,Diésel,1.0,COMMON.COLOR_BLACK,53501300.0,170000.0,BMW,7.0,X3,515.0,Madrid,28.0,17490.0,BMW X3 sDrive18d,COMMON.TRANSMISSION_MANUAL,2.0,2015.0,profesional,1.0,4x4 suv,6.0,1995.0,5.0,150.0,https://www.coches.net/bmw-x3-sdrive18d-diesel-2015-en-madrid-53501300-covo.aspx,2023-04-08 21:24:06
1,Diésel,1.0,COMMON.COLOR_WHITE,54722839.0,88000.0,BMW,7.0,Serie 5,71.0,Murcia,30.0,30500.0,BMW Serie 5 520dA Touring 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2018.0,particular,2.0,familiar,4.0,1995.0,5.0,190.0,https://www.coches.net/bmw-serie-5-520da-touring-5p-diesel-2018-en-murcia-54722839-covo.aspx,2023-04-08 21:24:14
2,Diésel,1.0,COMMON.COLOR_BLACK,54738428.0,74500.0,BMW,7.0,X5,438.0,Alicante,3.0,74999.0,BMW X5 xDRIVE30d 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2020.0,profesional,1.0,4x4 suv,6.0,2993.0,5.0,265.0,https://www.coches.net/bmw-x5-xdrive30d-5p-diesel-2020-en-alicante-54738428-covo.aspx,2023-04-08 21:24:16
3,Gasolina,2.0,COMMON.COLOR_BLUE,54594808.0,39956.0,BMW,7.0,Serie 1,539.0,Madrid,28.0,32000.0,BMW Serie 1 118i Corporate Auto. 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2021.0,particular,2.0,berlina,1.0,1499.0,5.0,136.0,https://www.coches.net/bmw-serie-1-118i-corporate-auto-5p-gasolina-2021-en-madrid-54594808-covo.aspx,2023-04-08 21:24:18
4,Diésel,1.0,COMMON.COLOR_BLACK,53851852.0,96267.0,BMW,7.0,Serie 2 Gran Tourer,1159.0,Madrid,28.0,17950.0,BMW Serie 2 Gran Tourer 218d 5p.,COMMON.TRANSMISSION_MANUAL,2.0,2016.0,profesional,1.0,monovolumen,5.0,1995.0,5.0,150.0,https://www.coches.net/bmw-serie-2-gran-tourer-218d-5p-diesel-2016-en-madrid-53851852-covo.aspx,2023-04-08 21:24:20
5,Diésel,1.0,COMMON.COLOR_WHITE,54819334.0,129000.0,BMW,7.0,X4,1119.0,Málaga,29.0,38500.0,BMW X4 xDrive20d 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2019.0,particular,2.0,4x4 suv,6.0,1995.0,5.0,190.0,https://www.coches.net/bmw-x4-xdrive20d-5p-diesel-2019-en-malaga-54819334-covo.aspx,2023-04-08 21:24:21
6,Diésel,1.0,COMMON.COLOR_BLACK,54819326.0,58500.0,BMW,7.0,X3,515.0,Valladolid,47.0,37000.0,BMW X3 XDRIVE20D 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2018.0,particular,2.0,4x4 suv,6.0,1995.0,5.0,190.0,https://www.coches.net/bmw-x3-xdrive20d-5p-diesel-2018-en-valladolid-54819326-covo.aspx,2023-04-08 21:24:24
7,Gasolina,2.0,COMMON.COLOR_GRAY,54819249.0,110000.0,BMW,7.0,Serie 5,71.0,Barcelona,8.0,19500.0,BMW Serie 5 520I 4p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2016.0,particular,2.0,berlina,1.0,1997.0,4.0,184.0,https://www.coches.net/bmw-serie-5-520i-4p-gasolina-2016-en-barcelona-54819249-covo.aspx,2023-04-08 21:24:28
8,Gasolina,2.0,COMMON.COLOR_GRAY,54812694.0,89600.0,BMW,7.0,Serie 4,1084.0,Barcelona,8.0,31000.0,BMW Serie 4 420i Gran Coupe 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2020.0,profesional,1.0,berlina,1.0,1998.0,5.0,184.0,https://www.coches.net/bmw-serie-4-420i-gran-coupe-gasolina-2020-en-barcelona-54812694-covo.aspx,2023-04-08 21:24:30
9,Diésel,1.0,COMMON.COLOR_WHITE,54444786.0,116000.0,BMW,7.0,X5,438.0,Barcelona,8.0,28900.0,BMW X5 sDrive25D 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2015.0,profesional,1.0,4x4 suv,6.0,1995.0,5.0,218.0,https://www.coches.net/bmw-x5-sdrive25d-diesel-2015-en-barcelona-54444786-covo.aspx,2023-04-08 21:24:31
10,Diésel,1.0,COMMON.COLOR_BLACK,54819194.0,128000.0,BMW,7.0,X1,944.0,Jaén,23.0,23900.0,BMW X1 sDrive18dA Business,COMMON.TRANSMISSION_AUTOMATIC,1.0,2018.0,profesional,1.0,4x4 suv,6.0,1995.0,5.0,150.0,https://www.coches.net/bmw-x1-sdrive18da-business-diesel-2018-en-jaen-54819194-covo.aspx,2023-04-08 21:24:33
11,Diésel,1.0,COMMON.COLOR_WHITE,54703224.0,14900.0,BMW,7.0,X3,515.0,Barcelona,8.0,38500.0,BMW X3 XDRIVE20D 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2019.0,profesional,1.0,4x4 suv,6.0,1995.0,5.0,190.0,https://www.coches.net/bmw-x3-xdrive20d-diesel-2019-en-barcelona-54703224-covo.aspx,2023-04-08 21:24:35
12,Gasolina,2.0,COMMON.COLOR_GRAY,54534210.0,83000.0,BMW,7.0,Serie 5,71.0,Asturias,33.0,77900.0,BMW Serie 5 M5 4p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2019.0,profesional,1.0,berlina,1.0,4395.0,4.0,600.0,https://www.coches.net/bmw-serie-5-m5-gasolina-2019-en-asturias-54534210-covo.aspx,2023-04-08 21:24:37
13,Gasolina,2.0,COMMON.COLOR_BLACK,54635023.0,103000.0,BMW,7.0,Serie 4,1084.0,Asturias,33.0,48900.0,BMW Serie 4 M4 2p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2016.0,profesional,1.0,coupe,2.0,2979.0,2.0,431.0,https://www.coches.net/bmw-serie-4-m4-gasolina-2016-en-asturias-54635023-covo.aspx,2023-04-08 21:24:39
14,Diésel,1.0,COMMON.COLOR_WHITE,54555501.0,109959.0,BMW,7.0,Serie 3,70.0,Madrid,28.0,18450.0,BMW Serie 3 318d 4p.,COMMON.TRANSMISSION_MANUAL,2.0,2016.0,profesional,1.0,berlina,1.0,1995.0,4.0,150.0,https://www.coches.net/bmw-serie-3-318d-4p-diesel-2016-en-madrid-54555501-covo.aspx,2023-04-08 21:24:40
15,Diésel,1.0,COMMON.COLOR_GRAY,54657303.0,97102.0,BMW,7.0,X3,515.0,Valencia,46.0,38500.0,BMW X3 XDRIVE20D 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2019.0,profesional,1.0,4x4 suv,6.0,1995.0,5.0,190.0,https://www.coches.net/bmw-x3-xdrive20d-5p-diesel-2019-en-valencia-54657303-covo.aspx,2023-04-08 21:24:42
16,Diésel,1.0,COMMON.COLOR_WHITE,54668574.0,34000.0,BMW,7.0,Serie 1,539.0,Las Palmas,35.0,26900.0,BMW Serie 1 118d,COMMON.TRANSMISSION_AUTOMATIC,1.0,2020.0,profesional,1.0,berlina,1.0,1995.0,5.0,150.0,https://www.coches.net/bmw-serie-1-118d-diesel-2020-en-las_palmas-54668574-covo.aspx,2023-04-08 21:24:44
17,Diésel,1.0,COMMON.COLOR_BLUE,54689818.0,100800.0,BMW,7.0,Serie 5,71.0,Madrid,28.0,31900.0,BMW Serie 5 525DA TOURING,COMMON.TRANSMISSION_AUTOMATIC,1.0,2018.0,profesional,1.0,familiar,4.0,1995.0,5.0,231.0,https://www.coches.net/bmw-serie-5-525da-touring-diesel-2018-en-madrid-54689818-covo.aspx,2023-04-08 21:24:45
18,Diésel,1.0,COMMON.COLOR_BEIGE,54819136.0,160000.0,BMW,7.0,Serie 7,177.0,Baleares,7.0,31000.0,BMW Serie 7 740d xDrive 4p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2013.0,particular,2.0,berlina,1.0,2993.0,4.0,313.0,https://www.coches.net/bmw-serie-7-740d-xdrive-4p-diesel-2013-en-baleares-54819136-covo.aspx,2023-04-08 21:24:47
19,Diésel,1.0,COMMON.COLOR_GRAY,54454839.0,135000.0,BMW,7.0,Serie 4,1084.0,Madrid,28.0,21990.0,BMW Serie 4 418d Gran Coupe,COMMON.TRANSMISSION_AUTOMATIC,1.0,2017.0,profesional,1.0,berlina,1.0,1995.0,5.0,150.0,https://www.coches.net/bmw-serie-4-418d-gran-coupe-diesel-2017-en-madrid-54454839-covo.aspx,2023-04-08 21:24:49
20,Diésel,1.0,COMMON.COLOR_WHITE,54732448.0,105000.0,BMW,7.0,X2,1241.0,Madrid,28.0,20650.0,BMW X2 sDrive16d 5p.,COMMON.TRANSMISSION_MANUAL,2.0,2019.0,profesional,1.0,4x4 suv,6.0,1496.0,5.0,116.0,https://www.coches.net/bmw-x2-sdrive16d-5p-diesel-2019-en-madrid-54732448-covo.aspx,2023-04-08 21:26:51
21,Gasolina,2.0,COMMON.COLOR_WHITE,54758257.0,38279.0,BMW,7.0,Serie 1,539.0,Barcelona,8.0,25990.0,BMW Serie 1 118i 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2020.0,profesional,1.0,berlina,1.0,1499.0,5.0,140.0,https://www.coches.net/bmw-serie-1-118i-5p-gasolina-2020-en-barcelona-54758257-covo.aspx,2023-04-08 21:27:18
22,Gasolina,2.0,COMMON.COLOR_BLACK,54290113.0,96170.0,BMW,7.0,Serie 4,1084.0,Guipúzcoa,20.0,38900.0,BMW Serie 4 440i xDrive Gran Coupe 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2018.0,profesional,1.0,berlina,1.0,2998.0,5.0,326.0,https://www.coches.net/bmw-serie-4-440i-xdrive-gran-coupe-5p-gasolina-2018-en-guipuzcoa-54290113-covo.aspx,2023-04-08 21:28:09
23,Diésel,1.0,COMMON.COLOR_WHITE,53828711.0,144483.0,BMW,7.0,X2,1241.0,Madrid,28.0,22500.0,BMW X2 sDrive18d 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2018.0,profesional,1.0,4x4 suv,6.0,1995.0,5.0,150.0,https://www.coches.net/bmw-x2-sdrive18d-5p-diesel-2018-en-madrid-53828711-covo.aspx,2023-04-08 21:28:34
24,Diésel,1.0,COMMON.COLOR_WHITE,54715198.0,68500.0,BMW,7.0,X2,1241.0,Málaga,29.0,26490.0,BMW X2 sDrive18d 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2018.0,profesional,1.0,4x4 suv,6.0,1995.0,5.0,150.0,https://www.coches.net/bmw-x2-sdrive18d-5p-diesel-2018-en-malaga-54715198-covo.aspx,2023-04-08 21:28:36
25,Diésel,1.0,COMMON.COLOR_WHITE,54574194.0,102000.0,BMW,7.0,Serie 2 Gran Tourer,1159.0,Alicante,3.0,17400.0,BMW Serie 2 Gran Tourer 216d,COMMON.TRANSMISSION_MANUAL,2.0,2017.0,profesional,1.0,monovolumen,5.0,1496.0,5.0,116.0,https://www.coches.net/bmw-serie-2-gran-tourer-216d-diesel-2017-en-alicante-54574194-covo.aspx,2023-04-08 21:28:38
26,Gasolina,2.0,COMMON.COLOR_WHITE,54585632.0,129500.0,BMW,7.0,Serie 1,539.0,Lleida,25.0,12700.0,BMW Serie 1 116i 3p.,COMMON.TRANSMISSION_MANUAL,2.0,2014.0,particular,2.0,berlina,1.0,1598.0,3.0,136.0,https://www.coches.net/bmw-serie-1-116i-3p-gasolina-2014-en-lleida-54585632-covo.aspx,2023-04-08 21:28:40
27,Gasolina,2.0,COMMON.COLOR_WHITE,52661223.0,62563.0,BMW,7.0,Serie 4,1084.0,León,24.0,41900.0,BMW Serie 4 440i xDrive 2p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2018.0,profesional,1.0,coupe,2.0,2998.0,2.0,326.0,https://www.coches.net/bmw-serie-4-440i-xdrive-2p-gasolina-2018-en-leon-52661223-covo.aspx,2023-04-08 21:28:41
28,Diésel,1.0,COMMON.COLOR_WHITE,54588378.0,78175.0,BMW,7.0,X1,944.0,Madrid,28.0,29900.0,BMW X1 xDrive20dA 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2018.0,profesional,1.0,4x4 suv,6.0,1995.0,5.0,190.0,https://www.coches.net/bmw-x1-xdrive20da-5p-diesel-2018-en-madrid-54588378-covo.aspx,2023-04-08 21:28:43
29,Híbrido enchufable,5.0,COMMON.COLOR_BLUE,54781537.0,59500.0,BMW,7.0,Serie 5,71.0,Madrid,28.0,35900.0,BMW Serie 5 530e iPerformance 4p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2018.0,profesional,1.0,berlina,1.0,1998.0,4.0,252.0,https://www.coches.net/bmw-serie-5-530e-iperformance-4p--2018-en-madrid-54781537-covo.aspx,2023-04-08 21:28:45
30,Diésel,1.0,COMMON.COLOR_BLACK,54812866.0,145000.0,BMW,7.0,Serie 5,71.0,Madrid,28.0,12495.0,BMW Serie 5 520D TOURING 5p.,COMMON.TRANSMISSION_MANUAL,2.0,2013.0,profesional,1.0,familiar,4.0,1995.0,5.0,184.0,https://www.coches.net/bmw-serie-5-520d-touring-diesel-2013-en-madrid-54812866-covo.aspx,2023-04-08 21:28:47
31,Híbrido enchufable,5.0,COMMON.COLOR_GRAY,54758246.0,20506.0,BMW,7.0,X1,944.0,Barcelona,8.0,39990.0,BMW X1 xDrive25e 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2020.0,profesional,1.0,4x4 suv,6.0,1499.0,5.0,220.0,https://www.coches.net/bmw-x1-xdrive25e-5p-electrico-hibrido-2020-en-barcelona-54758246-covo.aspx,2023-04-08 21:28:49
32,Gasolina,2.0,COMMON.COLOR_WHITE,53147548.0,68821.0,BMW,7.0,X1,944.0,Valencia,46.0,22990.0,BMW X1 sDrive18i,COMMON.TRANSMISSION_MANUAL,2.0,2017.0,profesional,1.0,4x4 suv,6.0,1499.0,5.0,140.0,https://www.coches.net/bmw-x1-sdrive18i-gasolina-2017-en-valencia-53147548-covo.aspx,2023-04-08 21:28:50
33,Eléctrico,3.0,COMMON.COLOR_WHITE,54548039.0,49000.0,BMW,7.0,i3,1056.0,Las Palmas,35.0,22900.0,BMW i3 120ah 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2020.0,profesional,1.0,berlina,1.0,,5.0,170.0,https://www.coches.net/bmw-i3-120ah-electrico-hibrido-2020-en-las_palmas-54548039-covo.aspx,2023-04-08 21:28:52
34,Diésel,1.0,COMMON.COLOR_BEIGE,54685682.0,155000.0,BMW,7.0,Serie 5,71.0,Madrid,28.0,27800.0,BMW Serie 5 520dA xDrive 4p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2017.0,particular,2.0,berlina,1.0,1995.0,4.0,190.0,https://www.coches.net/bmw-serie-5-520da-xdrive-4p-diesel-a%C3%B1o-en-madrid-54685682-covo.aspx,2023-04-08 21:28:54
35,Diésel,1.0,COMMON.COLOR_WHITE,53920895.0,103200.0,BMW,7.0,X5,438.0,Valladolid,47.0,54900.0,BMW X5 xDRIVE30d 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2019.0,profesional,1.0,4x4 suv,6.0,2993.0,5.0,265.0,https://www.coches.net/bmw-x5-xdrive30d-5p-diesel-2019-en-valladolid-53920895-covo.aspx,2023-04-08 21:28:56
36,Diésel,1.0,COMMON.COLOR_WHITE,54605722.0,86908.0,BMW,7.0,X3,515.0,Madrid,28.0,34900.0,BMW X3 XDRIVE20D 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2018.0,profesional,1.0,4x4 suv,6.0,1995.0,5.0,190.0,https://www.coches.net/bmw-x3-xdrive20d-5p-diesel-2018-en-madrid-54605722-covo.aspx,2023-04-08 21:28:58
37,Eléctrico,3.0,COMMON.COLOR_WHITE,54144590.0,28000.0,BMW,7.0,i3,1056.0,Málaga,29.0,25980.0,BMW i3 94ah 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2018.0,profesional,1.0,berlina,1.0,,5.0,170.0,https://www.coches.net/bmw-i3-94ah-5p-electrico-hibrido-2018-en-malaga-54144590-covo.aspx,2023-04-08 21:29:01
38,Diésel,1.0,COMMON.COLOR_BLUE,54665332.0,86169.0,BMW,7.0,X1,944.0,Madrid,28.0,16900.0,BMW X1 sDrive18d 5p.,COMMON.TRANSMISSION_MANUAL,2.0,2013.0,profesional,1.0,berlina,1.0,1995.0,5.0,143.0,https://www.coches.net/bmw-x1-sdrive18d-5p-diesel-2013-en-madrid-54665332-covo.aspx,2023-04-08 21:29:03
39,Diésel,1.0,COMMON.COLOR_BLACK,54182603.0,24400.0,BMW,7.0,Serie 2 Gran Tourer,1159.0,Burgos,9.0,32900.0,BMW Serie 2 Gran Tourer 218d 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2021.0,profesional,1.0,monovolumen,5.0,1995.0,5.0,150.0,https://www.coches.net/bmw-serie-2-gran-tourer-218d-5p-diesel-2021-en-burgos-54182603-covo.aspx,2023-04-08 21:29:05
40,Diésel,1.0,COMMON.COLOR_WHITE,54714072.0,72040.0,BMW,7.0,Serie 3,70.0,Asturias,33.0,35900.0,BMW Serie 3 320d Auto. 4p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2019.0,profesional,1.0,berlina,1.0,1995.0,4.0,190.0,https://www.coches.net/bmw-serie-3-320d-auto-4p-diesel-2020-en-asturias-54714072-covo.aspx,2023-04-08 21:29:06
41,Diésel,1.0,COMMON.COLOR_WHITE,54055696.0,25500.0,BMW,7.0,Serie 1,539.0,Guipúzcoa,20.0,30900.0,BMW Serie 1 118d Business Auto. 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2021.0,profesional,1.0,berlina,1.0,1995.0,5.0,150.0,https://www.coches.net/bmw-serie-1-118d-business-auto-5p-diesel-2021-en-guipuzcoa-54055696-covo.aspx,2023-04-08 21:29:08
42,Gasolina,2.0,COMMON.COLOR_BLACK,52008826.0,85400.0,BMW,7.0,Serie 4,1084.0,Pontevedra,36.0,38600.0,BMW Serie 4 440i 2p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2018.0,profesional,1.0,coupe,2.0,2998.0,2.0,326.0,https://www.coches.net/bmw-serie-4-440i-2p-gasolina-2018-en-pontevedra-52008826-covo.aspx,2023-04-08 21:29:10
43,Diésel,1.0,COMMON.COLOR_GRAY,52850875.0,110445.0,BMW,7.0,X3,515.0,Málaga,29.0,22900.0,BMW X3 XDRIVE20D 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2012.0,profesional,1.0,4x4 suv,6.0,1995.0,5.0,184.0,https://www.coches.net/bmw-x3-xdrive20d-5p-diesel-2012-en-malaga-52850875-covo.aspx,2023-04-08 21:29:22
44,Gasolina,2.0,COMMON.COLOR_GRAY,54466881.0,58900.0,BMW,7.0,Serie 6,514.0,Valladolid,47.0,54900.0,BMW Serie 6 M6 Gran Coupe 4p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2014.0,profesional,1.0,berlina,1.0,4395.0,4.0,560.0,https://www.coches.net/bmw-serie-6-m6-gran-coupe-4p-gasolina-2014-en-valladolid-54466881-covo.aspx,2023-04-08 21:29:24
45,Diésel,1.0,COMMON.COLOR_BLUE,54668261.0,154872.0,BMW,7.0,Serie 1,539.0,Barcelona,8.0,13490.0,BMW Serie 1 116d 3p.,COMMON.TRANSMISSION_MANUAL,2.0,2015.0,profesional,1.0,berlina,1.0,1995.0,3.0,116.0,https://www.coches.net/bmw-serie-1-116d-3p-diesel-2015-en-barcelona-54668261-covo.aspx,2023-04-08 21:29:26
46,Diésel,1.0,COMMON.COLOR_BLACK,54790020.0,94549.0,BMW,7.0,Serie 1,539.0,Madrid,28.0,17700.0,BMW Serie 1 118d 5p.,COMMON.TRANSMISSION_MANUAL,2.0,2013.0,profesional,1.0,berlina,1.0,1995.0,5.0,143.0,https://www.coches.net/bmw-serie-1-118d-5p-diesel-2013-en-madrid-54790020-covo.aspx,2023-04-08 21:29:28
47,Diésel,1.0,COMMON.COLOR_WHITE,54604656.0,72500.0,BMW,7.0,Serie 1,539.0,Alicante,3.0,22990.0,BMW Serie 1 116d 5p.,COMMON.TRANSMISSION_MANUAL,2.0,2019.0,profesional,1.0,berlina,1.0,1496.0,5.0,116.0,https://www.coches.net/bmw-serie-1-116d-5p-diesel-2019-en-alicante-54604656-covo.aspx,2023-04-08 21:29:30
48,Diésel,1.0,COMMON.COLOR_BLUE,54791457.0,96070.0,BMW,7.0,Serie 5,71.0,Sevilla,41.0,23975.0,BMW Serie 5 520D TOURING,COMMON.TRANSMISSION_MANUAL,2.0,2018.0,profesional,1.0,familiar,4.0,1995.0,5.0,190.0,https://www.coches.net/bmw-serie-5-520d-touring-diesel-2018-en-sevilla-54791457-covo.aspx,2023-04-08 21:29:32
49,Diésel,1.0,COMMON.COLOR_GRAY,53588116.0,27500.0,BMW,7.0,Serie 3,70.0,Murcia,30.0,29500.0,BMW Serie 3 318d 4p.,COMMON.TRANSMISSION_MANUAL,2.0,2020.0,profesional,1.0,berlina,1.0,1995.0,4.0,150.0,https://www.coches.net/bmw-serie-3-330d-auto-4p-diesel-2020-en-murcia-53588116-covo.aspx,2023-04-08 21:29:34
50,Gasolina,2.0,COMMON.COLOR_BLACK,54740667.0,68571.0,BMW,7.0,Serie 3,70.0,Vizcaya,48.0,18890.0,BMW Serie 3 318I 4p.,COMMON.TRANSMISSION_MANUAL,2.0,2016.0,profesional,1.0,berlina,1.0,1499.0,4.0,136.0,https://www.coches.net/bmw-serie-3-318i-4p-gasolina-2016-en-vizcaya-54740667-covo.aspx,2023-04-08 21:29:36
51,Gasolina,2.0,COMMON.COLOR_WHITE,54676394.0,157600.0,BMW,7.0,Serie 4,1084.0,Madrid,28.0,23900.0,BMW Serie 4 420i Gran Coupe 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2018.0,profesional,1.0,berlina,1.0,1998.0,5.0,184.0,https://www.coches.net/bmw-serie-4-420i-gran-coupe-5p-gasolina-2018-en-madrid-54676394-covo.aspx,2023-04-08 21:29:38
52,Diésel,1.0,COMMON.COLOR_GRAY,53400830.0,98900.0,BMW,7.0,Serie 3,70.0,Murcia,30.0,27500.0,BMW Serie 3 318d Touring,COMMON.TRANSMISSION_AUTOMATIC,1.0,2019.0,profesional,1.0,familiar,4.0,1995.0,5.0,150.0,https://www.coches.net/bmw-serie-3-318d-touring-diesel-2019-en-murcia-53400830-covo.aspx,2023-04-08 21:29:40
53,Diésel,1.0,COMMON.COLOR_BLACK,54818877.0,60000.0,BMW,7.0,Serie 1,539.0,Madrid,28.0,19450.0,BMW Serie 1 116d 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2019.0,particular,2.0,berlina,1.0,1496.0,5.0,116.0,https://www.coches.net/bmw-serie-1-116d-5p-diesel-2019-en-madrid-54818877-covo.aspx,2023-04-08 21:29:41
54,Diésel,1.0,COMMON.COLOR_BLACK,54818932.0,19000.0,BMW,7.0,X1,944.0,Barcelona,8.0,28500.0,BMW X1 sDrive18d 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2019.0,particular,2.0,4x4 suv,6.0,1995.0,5.0,150.0,https://www.coches.net/bmw-x1-sdrive18d-5p-diesel-2019-en-barcelona-54818932-covo.aspx,2023-04-08 21:29:43
55,Diésel,1.0,COMMON.COLOR_BLUE,54591638.0,28000.0,BMW,7.0,X2,1241.0,Barcelona,8.0,34490.0,BMW X2 sDrive20dA,COMMON.TRANSMISSION_AUTOMATIC,1.0,2018.0,profesional,1.0,4x4 suv,6.0,1995.0,5.0,190.0,https://www.coches.net/bmw-x2-sdrive20da-5p-diesel-2018-en-barcelona-54591638-covo.aspx,2023-04-08 21:29:46
56,Híbrido,4.0,COMMON.COLOR_BLACK,53795336.0,26030.0,BMW,7.0,X4,1119.0,Barcelona,8.0,64990.0,BMW X4 xDrive20d 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2021.0,profesional,1.0,4x4 suv,6.0,1995.0,5.0,190.0,https://www.coches.net/bmw-x4-xdrive20d-5p-electrico-hibrido-2021-en-barcelona-53795336-covo.aspx,2023-04-08 21:29:47
57,Híbrido,4.0,COMMON.COLOR_BLACK,54143957.0,19600.0,BMW,7.0,X5,438.0,Málaga,29.0,77990.0,BMW X5 xDRIVE30d 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2022.0,profesional,1.0,4x4 suv,6.0,2993.0,5.0,286.0,https://www.coches.net/bmw-x5-xdrive30d-5p-electrico-hibrido-2022-en-malaga-54143957-covo.aspx,2023-04-08 21:29:49
58,Híbrido enchufable,5.0,COMMON.COLOR_BLACK,54219108.0,35000.0,BMW,7.0,i8,1085.0,Sta. C. Tenerife,38.0,68950.0,BMW i8 i8,COMMON.TRANSMISSION_AUTOMATIC,1.0,2016.0,profesional,1.0,coupe,2.0,1499.0,2.0,362.0,https://www.coches.net/bmw-i8-i8--2016-en-sta_c_tenerife-54219108-covo.aspx,2023-04-08 21:29:51
59,Diésel,1.0,COMMON.COLOR_BLACK,54612776.0,65983.0,BMW,7.0,Serie 3,70.0,Madrid,28.0,21900.0,BMW Serie 3 318d 4p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2016.0,profesional,1.0,berlina,1.0,1995.0,4.0,150.0,https://www.coches.net/bmw-serie-3-318d-4p-diesel-2016-en-madrid-54612776-covo.aspx,2023-04-08 21:29:53
60,Diésel,1.0,COMMON.COLOR_WHITE,54611609.0,166300.0,BMW,7.0,X4,1119.0,Madrid,28.0,26900.0,BMW X4 xDrive20d 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2017.0,profesional,1.0,4x4 suv,6.0,1995.0,5.0,190.0,https://www.coches.net/bmw-x4-xdrive20d-diesel-2017-en-madrid-54611609-covo.aspx,2023-04-08 21:29:55
61,Diésel,1.0,COMMON.COLOR_WHITE,53983793.0,72623.0,BMW,7.0,Serie 1,539.0,Guipúzcoa,20.0,28900.0,BMW Serie 1 118d Business Auto. 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2021.0,profesional,1.0,berlina,1.0,1995.0,5.0,150.0,https://www.coches.net/bmw-serie-1-118d-business-auto-5p-diesel-2021-en-guipuzcoa-53983793-covo.aspx,2023-04-08 21:29:59
62,Diésel,1.0,COMMON.COLOR_WHITE,54754825.0,97200.0,BMW,7.0,X3,515.0,Madrid,28.0,28290.0,BMW X3 XDRIVE20D 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2017.0,profesional,1.0,4x4 suv,6.0,1995.0,5.0,190.0,https://www.coches.net/bmw-x3-xdrive20d-5p-diesel-2018-en-madrid-54754825-covo.aspx,2023-04-08 21:30:01
63,Gasolina,2.0,COMMON.COLOR_ORANGE,54504311.0,28162.0,BMW,7.0,Serie 2,1092.0,Baleares,7.0,39000.0,BMW Serie 2 218i 2p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2021.0,profesional,1.0,cabrio,3.0,1499.0,2.0,136.0,https://www.coches.net/bmw-serie-2-218i-2p-gasolina-2021-en-baleares-54504311-covo.aspx,2023-04-08 21:30:03
64,Diésel,1.0,COMMON.COLOR_BLACK,54545528.0,64811.0,BMW,7.0,X3,515.0,Madrid,28.0,38900.0,BMW X3 XDRIVE20D 5p.,COMMON.TRANSMISSION_AUTOMATIC,1.0,2019.0,profesional,1.0,4x4 suv,6.0,1995.0,5.0,190.0,https://www.coches.net/bmw-x3-xdrive20d-5p-diesel-2018-en-madrid-54545528-covo.aspx,2023-04-08 21:30:05
